,label,area,equivalent_diameter,mean_intensity,solidity,Image_num
1,11,934.0,34.484862400517734,120.20556745182013,0.9852320675105485,14
2,12,909.0,34.02021084832166,116.03410341034103,0.9880434782608696,14
3,13,340.0,20.806283791440396,110.04705882352941,0.9855072463768116,14
0,10,60364.0,277.2324509836346,135.01451196077133,0.9356438712877426,15
1,11,1400.0,42.22008245644752,114.28785714285715,0.9762900976290098,15
2,12,2752.0,59.19421616265535,114.1842296511628,0.8664987405541562,15
0,10,63773.0,284.95316367149803,138.68720304831197,0.9884834769669539,16
1,11,743.0,30.757389059187485,155.36204576043068,0.9750656167979003,16
0,10,63884.0,285.201043258718,141.8703587752802,0.9902039804079609,17
1,11,632.0,28.367012395961314,114.48259493670886,0.978328173374613,17
0,10,62150.0,281.3038174381755,155.53591311343524,0.9633269266538533,18
1,11,1126.0,37.86380497746883,167.6696269982238,0.9698535745047373,18
2,12,935.0,34.503318308930474,171.65561497326203,0.9770114942528736,18
3,13,305.0,19.706294962377495,179.68852459016392,0.9807073954983923,18
0,10,63827.0,285.0737806635525,131.35699625550316,0.9893204786409573,19
1,11,414.0,22.959119571977435,110.65458937198068,0.981042654028436,19
2,12,275.0,18.712051592547777,160.31272727272727,0.9927797833935018,19
0,10,62173.0,281.35586401356426,142.32718382577647,0.9636834273668548,20
1,11,102.0,11.396070970426017,126.98039215686275,0.9714285714285714,20
2,12,873.0,33.33973788969849,107.43184421534937,0.9754189944134078,20
3,13,1368.0,41.73477802981229,115.72587719298245,0.902970297029703,20
0,10,61938.0,280.82362956454807,135.137799089412,0.9600409200818402,21
1,11,2435.0,55.68068149214879,115.09363449691992,0.965120887831946,21
2,12,143.0,13.493452297211721,114.4895104895105,0.9862068965517241,21
0,10,64516.0,286.6083084422602,147.84820819641638,1.0,22
0,10,64338.0,286.2126584013553,139.27284031210172,0.997240994481989,23
1,11,178.0,15.054455784347004,159.12359550561797,0.994413407821229,23
0,10,64516.0,286.6083084422602,140.31964163928328,1.0,24
0,10,63394.0,284.1051701376462,146.28630469760546,0.9826089652179304,25
1,11,1025.0,36.12575996921783,173.52878048780488,0.9818007662835249,25
2,12,97.0,11.11324596323283,165.84536082474227,1.0,25
0,10,61430.0,279.66963587969474,140.99633729448152,0.9521669043338087,26
1,11,2113.0,51.86863366260383,114.02129673450071,0.9832480223359702,26
2,12,973.0,35.197472594311556,112.42446043165468,0.972027972027972,26
0,10,64516.0,286.6083084422602,148.68296236592474,1.0,27
0,10,62267.0,281.5684760977769,132.79263494306775,0.9651404302808606,28
1,11,847.0,32.839517267930155,120.13459268004722,0.9803240740740741,28
2,12,1046.0,36.493952427669164,115.45889101338432,0.9775700934579439,28
3,13,356.0,21.290215544369623,112.90168539325843,0.9753424657534246,28
0,10,63408.0,284.13653945342406,138.52502838758517,0.9828259656519313,29
1,11,957.0,34.906879612929465,153.71473354231975,0.9419291338582677,29
2,12,151.0,13.86575534383214,157.18543046357615,0.993421052631579,29
0,10,64012.0,285.486619191841,142.11718115353372,0.9921879843759688,30
1,11,504.0,25.332049473868512,113.0297619047619,0.984375,30
0,10,61956.0,280.8644321262693,155.8368842404287,0.9603199206398413,31
1,11,1561.0,44.581688273680136,167.73094170403587,0.9443436176648518,31
2,12,999.0,35.66463661935206,170.15615615615616,0.9832677165354331,31
0,10,64516.0,286.6083084422602,131.58597867195735,1.0,32
0,10,62023.0,281.0162562612864,142.4144752753011,0.9613584227168455,33
1,11,132.0,12.964089628857149,127.07575757575758,1.0,33
2,12,886.0,33.5870545989873,107.35440180586907,0.9714912280701754,33
3,13,1475.0,43.33622420659609,116.16949152542372,0.9305993690851735,33
0,10,62020.0,281.00945991990164,135.6018703643986,0.9613119226238452,34
1,11,2276.0,53.83208340587637,114.94859402460457,0.964406779661017,34
2,12,220.0,16.73656774376801,116.49090909090908,0.9821428571428571,34
0,10,64516.0,286.6083084422602,147.996186992374,1.0,35
0,10,64372.0,286.2882742511329,139.26309575591873,0.997767995535991,36
1,11,144.0,13.540550005146152,157.38888888888889,1.0,36
0,10,60301.0,277.08774384132374,138.06996567221108,0.9346673693347387,37
1,11,3101.0,62.835625470140265,115.59271202837795,0.986323155216285,37
2,12,366.0,21.587164551489145,109.76502732240438,0.9708222811671088,37
3,13,748.0,30.860706075232656,112.08288770053476,0.9842105263157894,37
0,10,64516.0,286.6083084422602,140.21583793167585,1.0,38
0,10,64290.0,286.10587259094075,146.7477212630269,0.996496992993986,39
1,11,226.0,16.96325844612841,167.21681415929203,0.9955947136563876,39
0,10,64516.0,286.6083084422602,148.79284208568419,1.0,40
0,10,62448.0,281.9774159212426,132.6226940814758,0.9679459358918718,41
1,11,882.0,33.511151553720346,121.05555555555556,0.9854748603351955,41
2,12,943.0,34.65061169280073,115.51855779427359,0.9853709508881923,41
3,13,243.0,17.58969042850512,113.39094650205762,0.9878048780487805,41
0,10,63693.0,284.7743779254319,138.37994756095645,0.9872434744869489,42
1,11,662.0,29.03247455203703,155.06948640483384,0.9416785206258891,42
2,12,161.0,14.317526556719258,161.57142857142858,0.9938271604938271,42
0,10,64121.0,285.7295799317309,142.42371453969838,0.9938774877549755,43
1,11,395.0,22.42609239636699,114.44050632911393,0.9777227722772277,43
0,10,61716.0,280.31990964409806,156.13463283427313,0.9565999131998264,44
1,11,1568.0,44.68153540496046,167.3545918367347,0.95551492992078,44
2,12,1232.0,39.60594802695323,167.4180194805195,0.9840255591054313,44
0,10,64516.0,286.6083084422602,131.75911401822805,1.0,45
0,10,62133.0,281.2653420402696,142.42726087586306,0.9630634261268523,46
1,11,137.0,13.207339536360731,128.3941605839416,0.9647887323943662,46
2,12,848.0,32.85889733292062,107.43632075471699,0.9735935706084959,46
3,13,1398.0,42.18991447656368,115.88197424892704,0.9715079916608756,46
0,10,62100.0,281.1906394744562,135.9673268921095,0.9625519251038502,47
1,11,2197.0,52.88957628666685,114.15111515703232,0.9669894366197183,47
2,12,219.0,16.698486766680407,118.31506849315069,0.9820627802690582,47
0,10,63766.0,284.9375243971604,137.48202804002133,0.9883749767499534,48
1,11,750.0,30.90193616185517,170.97333333333333,0.9664948453608248,48
0,10,64516.0,286.6083084422602,148.1048887097774,1.0,49
0,10,64516.0,286.6083084422602,139.4283123566247,1.0,50
0,10,64516.0,286.6083084422602,140.3237336474673,1.0,51
0,10,64362.0,286.26603636869766,146.7047481433144,0.9976129952259905,52
1,11,154.0,14.002817212590296,164.05194805194805,1.0,52
0,10,64516.0,286.6083084422602,149.27249054498108,1.0,53
0,10,62405.0,281.88031820117885,132.560419838154,0.9672794345588691,54
1,11,882.0,33.511151553720346,121.71315192743764,0.9832775919732442,54
2,12,957.0,34.906879612929465,115.21630094043887,0.9815384615384616,54
3,13,272.0,18.609705966725112,114.09926470588235,0.9819494584837545,54
0,10,64318.0,286.16816915631307,138.49043813551415,0.9969309938619877,55
1,11,198.0,15.877702285203682,155.07070707070707,0.9949748743718593,55
0,10,64224.0,285.9589769898317,142.71590059790734,0.995473990947982,56
1,11,292.0,19.281751659604673,115.26712328767124,0.9898305084745763,56
0,10,61470.0,279.76067417503566,156.13253619651863,0.9527869055738112,57
1,11,1282.0,40.4016471984804,165.20904836193446,0.9567164179104478,57
2,12,1691.0,46.40094902205299,167.9994086339444,0.979154603358425,57
3,13,73.0,9.640875829802336,166.05479452054794,0.9864864864864865,57
0,10,64516.0,286.6083084422602,131.95966891933784,1.0,58
0,10,64338.0,286.2126584013553,148.31186856911933,0.997240994481989,59
1,11,178.0,15.054455784347004,113.14044943820225,0.9834254143646409,59
0,10,61803.0,280.5174211760604,142.4759963108587,0.9579484158968318,60
1,11,78.0,9.965574970333758,186.87179487179486,1.0,60
2,12,253.0,17.94796937867892,126.5494071146245,0.9133574007220217,60
3,13,828.0,32.46909827883606,106.70652173913044,0.9845422116527943,60
4,14,1554.0,44.48161701780234,116.26512226512226,0.975517890772128,60
0,10,62142.0,281.285712024149,136.22754336841427,0.9632029264058528,61
1,11,2122.0,51.97897953911769,113.124410933082,0.962358276643991,61
2,12,252.0,17.91246396432554,116.76984126984127,0.9882352941176471,61
0,10,64373.0,286.2904979443723,148.23161884641075,0.9977834955669911,62
1,11,143.0,13.493452297211721,169.4965034965035,1.0,62
0,10,64516.0,286.6083084422602,139.51801103602207,1.0,63
0,10,64169.0,285.836506321552,140.4431734949898,0.9946214892429784,64
1,11,347.0,21.019374919894773,146.32276657060518,0.9692737430167597,64
0,10,64245.0,286.00572468310935,146.64689859133006,0.9957994915989832,65
1,11,271.0,18.575465448360347,169.69741697416976,1.0,65
0,10,64516.0,286.6083084422602,149.6306497612995,1.0,66
0,10,62431.0,281.93903244737317,132.4164437539043,0.9676824353648708,67
1,11,831.0,32.52786592561707,121.1323706377858,0.9834319526627219,67
2,12,948.0,34.74235294865525,115.88291139240506,0.9885297184567258,67
3,13,306.0,19.738573927438622,113.24509803921569,0.9776357827476039,67
0,10,64516.0,286.6083084422602,138.68069936139872,1.0,68
0,10,63816.0,285.04921467497354,143.075874388868,0.9891499782999565,69
1,11,700.0,29.854106607209232,111.47857142857143,0.9615384615384616,69
0,10,63302.0,283.89894269057305,139.63898455025117,0.9811829623659247,70
1,11,1078.0,37.04797199880859,165.96660482374767,0.973803071364047,70
2,12,136.0,13.159049284959082,170.63970588235293,0.9855072463768116,70
0,10,62999.0,283.2186753707646,156.16660581914,0.9764864529729059,71
1,11,1517.0,43.948883823861124,168.4330916282136,0.98378728923476,71
0,10,64516.0,286.6083084422602,132.03245706491413,1.0,72
0,10,62275.0,281.5865633306786,142.07723805700522,0.965264430528861,73
1,11,271.0,18.575465448360347,123.97416974169742,0.9344827586206896,73
2,12,760.0,31.10726690017501,107.14736842105263,0.975609756097561,73
3,13,1210.0,39.25073055536097,114.43966942148761,0.983739837398374,73
0,10,61975.0,280.90749506725825,136.52062928600242,0.9606144212288424,74
1,11,2169.0,52.55146594083335,112.64361456892577,0.9678714859437751,74
2,12,372.0,21.76338922689847,114.25537634408602,0.9637305699481865,74
0,10,64395.0,286.33941482656695,148.48787949374952,0.9981244962489925,75
1,11,121.0,12.412170838050638,163.4297520661157,1.0,75
0,10,64516.0,286.6083084422602,139.57167214334427,1.0,76
0,10,64516.0,286.6083084422602,140.66230082460166,1.0,77
0,10,64190.0,285.8832740412599,146.56309393986604,0.9949469898939798,78
1,11,326.0,20.37341629633241,170.35276073619633,0.9878787878787879,78
0,10,64516.0,286.6083084422602,149.96103292206584,1.0,79
0,10,62482.0,282.05416719868265,132.25192855542397,0.9684729369458739,80
1,11,705.0,29.96053869739811,119.8340425531915,0.9901685393258427,80
2,12,991.0,35.52154823248202,115.12008072653884,0.9831349206349206,80
3,13,338.0,20.7449985808745,113.47633136094674,0.9740634005763689,80
0,10,61126.0,278.97677396421653,135.82397015999737,0.9474548949097898,81
1,11,3298.0,64.80080260719436,114.81322013341419,0.9663053032522707,81
2,12,92.0,10.823032759612019,115.09782608695652,0.9787234042553191,81
0,10,64516.0,286.6083084422602,138.82892615785232,1.0,82
0,10,63664.0,284.70954036705444,143.55529027393817,0.9867939735879472,83
1,11,852.0,32.9363035587535,111.73708920187794,0.9849710982658959,83
0,10,63824.0,285.0670810584362,156.2899222862873,0.9892739785479571,84
1,11,692.0,29.683021493047715,164.82658959537574,0.9787835926449788,84
0,10,64516.0,286.6083084422602,132.36389422778845,1.0,85
0,10,62310.0,281.6656813182039,141.89672604718345,0.9658069316138632,86
1,11,283.0,18.982275710779543,124.59363957597174,0.933993399339934,86
2,12,722.0,30.319613310508885,106.50692520775624,0.9796472184531886,86
3,13,1201.0,39.1044843109704,113.55203996669442,0.9796084828711256,86
0,10,62198.0,281.41242546028,136.67384803369885,0.9640709281418562,87
1,11,2073.0,51.37534015688842,112.29425952725519,0.9673355109659356,87
2,12,245.0,17.66192765414112,116.43265306122449,0.914179104477612,87
0,10,64017.0,285.4977687046099,148.63823671837167,0.9922654845309691,88
1,11,499.0,25.206081266687335,167.27655310621242,0.9727095516569201,88
0,10,64516.0,286.6083084422602,139.6294562589125,1.0,89
0,10,64516.0,286.6083084422602,140.84059768119536,1.0,90
0,10,64219.0,285.9478454602297,146.83420794468927,0.9953964907929815,91
1,11,297.0,19.44613444328572,169.34680134680136,0.9966442953020134,91
0,10,62828.0,282.83403988314564,132.40631565544024,0.9738359476718953,92
1,11,282.0,18.948708441878455,113.51063829787235,0.986013986013986,92
2,12,1086.0,37.18518717960671,112.8158379373849,0.9696428571428571,92
3,13,320.0,20.185060176161283,114.8875,0.9876543209876543,92
0,10,64216.0,285.94116633446333,150.26966799551514,0.9953499906999814,93
1,11,300.0,19.544100476116796,171.75333333333333,0.9868421052631579,93
0,10,62537.0,282.1782794778912,132.11733853558692,0.9693254386508773,94
1,11,590.0,27.408234736913393,120.39322033898306,0.9882747068676717,94
2,12,1035.0,36.301555459799424,115.33816425120773,0.97918637653737,94
3,13,354.0,21.23032733700184,113.27401129943503,0.9833333333333333,94
0,10,63963.0,285.3773309145196,138.9333677282179,0.9914284828569657,95
1,11,553.0,26.534910368014152,168.4267631103074,0.9735915492957746,95
0,10,63535.0,284.4209459142357,144.01137955457622,0.9847944695889391,96
1,11,981.0,35.34187308823903,111.64220183486239,0.981,96
0,10,63857.0,285.1407680570305,156.34087100865997,0.9897854795709592,97
1,11,454.0,24.04268606686374,152.7136563876652,0.9869565217391304,97
2,12,205.0,16.15593100600236,169.1219512195122,0.9715639810426541,97
0,10,64516.0,286.6083084422602,132.81432512865027,1.0,98
0,10,62333.0,281.71766104022817,141.71113214509168,0.9661634323268646,99
1,11,160.0,14.27299292922217,123.01875,0.9815950920245399,99
2,12,809.0,32.09440436728413,106.41656365883807,0.9865853658536585,99
3,13,1214.0,39.315554266835505,113.54859967051071,0.9806138933764136,99
0,10,61965.0,280.8848311844453,137.10844831759866,0.9604594209188418,100
1,11,2040.0,50.964778732569144,112.64313725490196,0.9709662065683008,100
2,12,511.0,25.507359866510456,112.33855185909981,0.9770554493307839,100
0,10,63377.0,284.0670741685499,148.58980387206717,0.9823454646909294,101
1,11,1139.0,38.08175207961617,166.48902546093063,0.967714528462192,101
0,10,64302.0,286.1325727797526,139.6478647631489,0.9966829933659868,102
1,11,214.0,16.50676414605009,162.93457943925233,0.9953488372093023,102
0,10,62455.0,281.9932193625134,131.26539108157874,0.9680544361088722,103
1,11,1610.0,45.27599437918081,116.3111801242236,0.9775349119611415,103
2,12,451.0,23.96311821686732,164.17738359201775,0.9783080260303688,103
0,10,64516.0,286.6083084422602,140.99173848347698,1.0,104
0,10,64089.0,285.65827343616684,147.03346908205776,0.9933814867629736,105
1,11,427.0,23.31680264534386,169.1288056206089,0.9816091954022989,105
0,10,64516.0,286.6083084422602,150.8024986049972,1.0,106
0,10,62480.0,282.0496529958031,132.16198783610756,0.9684419368838738,107
1,11,472.0,24.514670406003766,122.09957627118644,0.979253112033195,107
2,12,1044.0,36.45904667847899,115.12260536398468,0.9849056603773585,107
3,13,520.0,25.731003930322746,111.5923076923077,0.9122807017543859,107
0,10,64129.0,285.74740377529463,139.31820237334122,0.994001488002976,108
1,11,278.0,18.81384047546846,170.71942446043167,0.9858156028368794,108
2,12,109.0,11.780624362746345,163.54128440366972,1.0,108
0,10,63398.0,284.11413315271705,144.37343449320167,0.9826709653419307,109
1,11,1118.0,37.72905791315113,112.45169946332737,0.9858906525573192,109
0,10,64279.0,286.0813952287557,156.36685387140434,0.9963264926529853,110
1,11,237.0,17.371176474327626,168.70886075949366,0.9793388429752066,110
0,10,64516.0,286.6083084422602,133.35498170996343,1.0,111
0,10,62249.0,281.52777557502054,141.41933203746245,0.9648614297228595,112
1,11,165.0,14.494292838262302,120.46666666666667,0.9593023255813954,112
2,12,818.0,32.27243324562564,107.31784841075795,0.9761336515513126,112
3,13,1284.0,40.43314946229083,112.53660436137072,0.9809014514896868,112
0,10,62303.0,281.6498594986954,136.99791342310965,0.9656984313968628,113
1,11,1987.0,50.298379450920365,112.51484650226472,0.9706888128969223,113
2,12,226.0,16.96325844612841,116.34070796460178,0.9617021276595744,113
0,10,61343.0,279.47152519118845,133.67949073243892,0.9508184016368033,114
1,11,2698.0,58.61058173824475,114.76686434395849,0.913337846987136,114
2,12,475.0,24.592453796829673,120.30105263157894,0.9313725490196079,114
0,10,64516.0,286.6083084422602,135.53535557071115,1.0,115
0,10,63639.0,284.65363406673913,148.62925250239633,0.9864064728129456,116
1,11,877.0,33.416030295843605,167.59064994298745,0.9777034559643255,116
0,10,63943.0,285.3327114247515,139.53045681309916,0.9911184822369645,117
1,11,573.0,27.010484244701136,159.57766143106457,0.9794871794871794,117
0,10,64516.0,286.6083084422602,141.1755068510137,1.0,118
0,10,64516.0,286.6083084422602,147.3260896521793,1.0,119
0,10,64516.0,286.6083084422602,151.35135470270941,1.0,120
0,10,62487.0,282.06545238980635,132.24062605021845,0.9685504371008742,121
1,11,355.0,21.260292528114064,123.90985915492958,0.9916201117318436,121
2,12,1036.0,36.319088209172165,115.62065637065638,0.9801324503311258,121
3,13,638.0,28.501347854812654,112.99373040752351,0.9313868613138686,121
0,10,64516.0,286.6083084422602,139.76855353710707,1.0,122
0,10,63164.0,283.5893203272151,144.60080108922804,0.9790439580879162,123
1,11,1352.0,41.489997161749,113.12352071005917,0.9388888888888889,123
0,10,64516.0,286.6083084422602,156.50971851943703,1.0,124
0,10,64516.0,286.6083084422602,133.71645793291586,1.0,125
0,10,59848.0,276.0449968271659,137.4328465445796,0.9276458552917106,126
1,11,1874.0,48.84722005225778,117.14834578441835,0.9634961439588688,126
2,12,39.0,7.046725639945928,170.33333333333334,1.0,126
3,13,128.0,12.766152972845846,121.6796875,0.810126582278481,126
4,14,1890.0,49.055302868797554,110.42804232804232,0.9767441860465116,126
5,15,737.0,30.632948674096244,166.52103120759838,0.9800531914893617,126
0,10,62206.0,281.43052272238623,141.048082178568,0.9641949283898568,127
1,11,117.0,12.205286835384658,117.76068376068376,0.9915254237288136,127
2,12,890.0,33.66278649806482,106.45168539325843,0.9812568908489526,127
3,13,1303.0,40.73120581065477,113.18265541059094,0.9819140919366993,127
0,10,62154.0,281.31286970821174,137.11828683592367,0.9633889267778536,128
1,11,1875.0,48.860251190292,113.3728,0.9669932955131512,128
2,12,487.0,24.901157769991823,112.39425051334702,0.9798792756539235,128
0,10,64316.0,286.16371985139335,148.8642017538404,0.9968999937999876,129
1,11,200.0,15.957691216057308,179.18,0.9900990099009901,129
0,10,63895.0,285.2255961705633,139.3333594177948,0.9903744807489615,130
1,11,621.0,28.11906394744562,158.70692431561997,0.9841521394611727,130
0,10,64516.0,286.6083084422602,141.2061659123318,1.0,131
0,10,64189.0,285.88104718047566,147.32991634080605,0.9949314898629797,132
1,11,327.0,20.404639941160397,169.36391437308868,0.9969512195121951,132
0,10,64363.0,286.26826023467794,151.96316206516167,0.9976284952569905,133
1,11,153.0,13.957279475043833,174.11111111111111,0.9935064935064936,133
0,10,62584.0,282.2842958219699,132.44433081937876,0.9700539401078803,134
1,11,161.0,14.317526556719258,124.0807453416149,0.9938271604938271,134
2,12,1063.0,36.78931415579092,115.30009407337724,0.9806273062730627,134
3,13,708.0,30.024216853608277,113.54237288135593,0.9389920424403183,134
0,10,64342.0,286.22155542053406,139.90405955674365,0.9973029946059893,135
1,11,174.0,14.884343478431232,162.41379310344828,0.9886363636363636,135
0,10,63098.0,283.4411205060044,144.78961298297887,0.9780209560419121,136
1,11,1418.0,42.490630431125176,113.11071932299012,0.9440745672436751,136
0,10,64516.0,286.6083084422602,142.11876123752248,1.0,137
0,10,64516.0,286.6083084422602,156.48434496868992,1.0,138
0,10,64516.0,286.6083084422602,134.2290904581809,1.0,139
0,10,62252.0,281.53455940408696,140.58407761999615,0.9649079298158596,140
1,11,199.0,15.91774699517169,116.50753768844221,0.9754901960784313,140
2,12,905.0,33.94527637220416,106.646408839779,0.9752155172413793,140
3,13,1160.0,38.43120960746342,113.37586206896552,0.9764309764309764,140
0,10,62109.0,281.21101486953927,137.0591701685746,0.9626914253828508,141
1,11,1831.0,48.283554202337704,114.38121245221191,0.9687830687830687,141
2,12,576.0,27.081100010292303,113.04513888888889,0.9795918367346939,141
0,10,64516.0,286.6083084422602,149.0517546035092,1.0,142
0,10,63481.0,284.30005195098516,139.20291110726043,0.9839574679149359,143
1,11,1035.0,36.301555459799424,154.82415458937197,0.973659454374412,143
0,10,64516.0,286.6083084422602,141.43135036270073,1.0,144
0,10,63963.0,285.3773309145196,147.46109469537078,0.9914284828569657,145
1,11,553.0,26.534910368014152,168.07052441229658,0.9787610619469026,145
0,10,64516.0,286.6083084422602,152.749720999442,1.0,146
0,10,62427.0,281.9300002823077,132.8784179922149,0.9676204352408705,147
1,11,356.0,21.290215544369623,152.16573033707866,0.9753424657534246,147
2,12,1093.0,37.3048364477789,115.28911253430924,0.9750223015165032,147
3,13,640.0,28.54598585844434,113.690625,0.898876404494382,147
0,10,60718.0,278.0441667743267,134.62870977304917,0.9411308822617646,148
1,11,1569.0,44.695781072596446,113.90439770554494,0.9649446494464945,148
2,12,2229.0,53.27336055867583,113.46388515029162,0.8357705286839145,148
0,10,64516.0,286.6083084422602,140.03871907743815,1.0,149
0,10,63164.0,283.5893203272151,144.7480368564372,0.9790439580879162,150
1,11,1352.0,41.489997161749,113.14423076923077,0.940848990953375,150
0,10,64516.0,286.6083084422602,156.33235166470334,1.0,151
0,10,64516.0,286.6083084422602,134.7201469402939,1.0,152
0,10,62698.0,282.54127658769653,139.99057386200516,0.9718209436418873,153
1,11,217.0,16.622063085174787,116.13364055299539,0.9863636363636363,153
2,12,894.0,33.73834840345975,105.4944071588367,0.9696312364425163,153
3,13,707.0,30.003005818213616,112.3083451202263,0.9805825242718447,153
0,10,62092.0,281.1725267726129,136.88900341428848,0.9624279248558497,154
1,11,1800.0,47.873073648171925,114.84666666666666,0.96,154
2,12,624.0,28.18690255978371,110.38782051282051,0.9734789391575663,154
0,10,64516.0,286.6083084422602,149.1543803087606,1.0,155
0,10,63704.0,284.7989676206864,139.09705826949642,0.9874139748279497,156
1,11,812.0,32.15385684991696,156.02463054187191,0.973621103117506,156
0,10,64516.0,286.6083084422602,141.754820509641,1.0,157
0,10,64007.0,285.4754692436174,147.45452841095505,0.9921104842209685,158
1,11,509.0,25.45739437315213,168.25147347740668,0.9732313575525813,158
0,10,61418.0,279.6423186117298,140.57069588719918,0.9519809039618079,159
1,11,2192.0,52.829358145442924,114.59945255474453,0.9456427955133736,159
2,12,906.0,33.96402549065787,111.9878587196468,0.9700214132762313,159
0,10,64516.0,286.6083084422602,153.46476842953686,1.0,160
0,10,62445.0,281.9706427467002,133.53450236207863,0.9678994357988716,161
1,11,239.0,17.44431859350499,155.34309623430963,0.9715447154471545,161
2,12,20.0,5.046265044040321,121.45,1.0,161
3,13,1076.0,37.013588722725,116.25743494423791,0.9808568824065633,161
4,14,736.0,30.612159429303247,114.02853260869566,0.9269521410579346,161
0,10,64516.0,286.6083084422602,140.16377332754666,1.0,162
0,10,63257.0,283.79801599255796,144.86558009390265,0.9804854609709219,163
1,11,1259.0,40.03758967297569,114.04924543288324,0.9395522388059702,163
0,10,64516.0,286.6083084422602,155.83737367474734,1.0,164
0,10,64516.0,286.6083084422602,135.1285107570215,1.0,165
0,10,62579.0,282.27301938014153,139.60045702232378,0.9699764399528799,166
1,11,283.0,18.982275710779543,116.01413427561837,0.9860627177700348,166
2,12,1008.0,35.82492792865108,105.56349206349206,0.9786407766990292,166
3,13,646.0,28.679483013103898,112.96749226006192,0.9832572298325722,166
0,10,62261.0,281.55490991058207,136.67535054046675,0.9650474300948602,167
1,11,1706.0,46.60629424571522,115.3282532239156,0.9682179341657208,167
2,12,549.0,26.438769072322643,108.33333333333333,0.9768683274021353,167
0,10,64374.0,286.29272162033976,149.20815857333707,0.9977989955979912,168
1,11,142.0,13.446189622059965,106.83802816901408,1.0,168
0,10,63599.0,284.56416114052666,139.07339738046196,0.9857864715729432,169
1,11,917.0,34.16958680642984,155.45038167938932,0.9713983050847458,169
0,10,60158.0,276.75900081510974,137.4626649822135,0.9324508649017298,170
1,11,3128.0,63.10858337763247,114.66943734015345,0.9824120603015075,170
2,12,429.0,23.371344948277684,107.10722610722611,0.9640449438202248,170
3,13,801.0,31.935323316554435,113.4294631710362,0.9828220858895705,170
0,10,64516.0,286.6083084422602,142.1201872403745,1.0,171
0,10,63984.0,285.4241738716864,147.38562765691424,0.9917539835079671,172
1,11,532.0,26.026206750102993,171.41353383458647,0.9779411764705882,172
0,10,63986.0,285.4286347047614,153.9202169224518,0.9917849835699671,173
1,11,530.0,25.977239243415305,179.26792452830188,0.9796672828096118,173
0,10,62778.0,282.7214744928019,134.15626493357544,0.9730609461218922,174
1,11,77.0,9.901487006738307,149.94805194805195,1.0,174
2,12,1077.0,37.03078435139837,116.50324976787373,0.9755434782608695,174
3,13,584.0,27.26851470332286,115.78253424657534,0.9717138103161398,174
0,10,64516.0,286.6083084422602,140.21774443548887,1.0,175
0,10,63274.0,283.8361480741533,144.7301577267124,0.980748961497923,176
1,11,1242.0,39.76636159571394,113.9122383252818,0.9444866920152091,176
0,10,64516.0,286.6083084422602,155.48591047182094,1.0,177
0,10,64516.0,286.6083084422602,135.7021359042718,1.0,178
0,10,62523.0,282.14669244114236,139.28595876717367,0.9691084382168764,179
1,11,308.0,19.802974013476614,115.63311688311688,0.9871794871794872,179
2,12,1034.0,36.2840142384516,104.8027079303675,0.9773156899810964,179
3,13,651.0,28.79025779013781,112.14900153609831,0.9848714069591528,179
